Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-December-2011,732.30,752.95,723.85,748.70,740.738572366583898746,1324990,37861,981471201.00,139621,10.54,29.10,16.40
14-December-2011,737.90,753.90,734.00,741.70,744.876606251001877933,1116653,31951,831768697.00,111097,9.95,19.90,3.80
13-December-2011,722.50,745.50,721.00,742.60,733.716756498002290715,1537511,30107,1128097584.00,485303,31.56,24.50,20.10
12-December-2011,761.10,763.70,724.25,727.90,742.301248138261898884,1308589,32675,971367248.00,422225,32.27,39.45,-33.20
9-December-2011,769.70,769.70,752.50,755.45,760.065103895953890756,1212078,30395,921258191.00,403627,33.30,17.20,-14.25
8-December-2011,802.90,807.30,773.00,779.20,785.829247807012898428,944146,24487,741937541.00,248096,26.28,34.30,-23.70
7-December-2011,807.35,819.00,803.65,809.20,812.453668712640911461,498540,15140,405040652.00,85269,17.10,15.35,1.85
5-December-2011,807.65,812.00,798.50,807.35,805.661740820265326517,451293,13735,363589504.00,62212,13.79,13.50,-0.30
2-December-2011,798.00,812.90,786.50,810.80,801.227013680017651635,688888,19647,551955675.00,137225,19.92,26.40,12.80
1-December-2011,798.55,810.00,795.15,798.50,802.235055327074692996,864405,24420,693455993.00,216607,25.00,14.85,-0.05
30-November-2011,756.60,784.00,753.75,778.80,768.864007664320110535,830863,23260,638820656.00,122601,14.76,30.25,22.20
29-November-2011,782.80,782.80,760.00,765.00,766.708235002316174190,822477,24173,630599889.00,133387,16.22,22.80,-17.80
28-November-2011,764.00,785.00,763.00,783.00,773.135557280692026172,676275,16103,522852249.00,274380,40.57,22.00,19.00
25-November-2011,768.90,771.00,751.15,754.00,761.153828156085204633,713764,22532,543284201.00,167734,23.50,19.85,-14.90
24-November-2011,775.00,778.00,755.00,774.20,764.378677556413960014,1113953,28926,851481921.00,267404,24.00,23.00,-0.80
23-November-2011,789.00,789.00,755.30,773.75,771.846576519404442274,1024250,29442,790563856.00,229596,22.42,33.70,-15.25
22-November-2011,786.60,804.30,786.60,795.05,796.389079757885143348,709911,20670,565365368.00,139944,19.71,17.70,8.45
21-November-2011,800.90,800.90,782.10,786.85,789.682677851655958317,1142722,19954,902387769.00,629608,55.10,18.80,-14.05
18-November-2011,800.05,812.00,788.05,808.05,796.398130215702898817,1057983,26543,842575683.00,351903,33.26,23.95,8.00
17-November-2011,845.00,848.70,807.25,810.65,825.036192426280639516,1260015,33337,1039557978.00,335515,26.63,41.45,-34.35
16-November-2011,860.30,860.30,838.40,848.95,846.963398373031323109,580466,18988,491633456.00,127265,21.92,21.90,-11.35
15-November-2011,871.00,878.00,858.20,862.70,868.494685574361596211,520282,14015,451862152.00,142389,27.37,19.80,-8.30
14-November-2011,889.55,895.95,873.00,875.15,886.507110699152542372,604160,19464,535592136.00,130616,21.62,22.95,-14.40
11-November-2011,858.90,886.00,850.80,883.85,869.476205847788039119,793052,22691,689539844.00,141555,17.85,35.20,24.95
9-November-2011,890.10,892.50,860.90,864.55,878.088954295994352469,351304,10919,308476162.00,57815,16.46,31.60,-25.55
8-November-2011,880.00,884.50,868.55,881.85,878.456619240470354186,450384,11996,395642806.00,96274,21.38,15.95,1.85
4-November-2011,901.10,902.00,873.80,879.60,884.678025819278132745,611636,17226,541100929.00,112870,18.45,28.20,-21.50
3-November-2011,868.45,888.00,863.15,884.60,876.055130274451127199,679028,18244,594865963.00,99040,14.59,24.85,16.15
2-November-2011,855.00,880.90,854.55,871.45,871.274893143626676034,683160,19156,595220156.00,121471,17.78,26.35,16.45
1-November-2011,869.00,878.45,857.50,860.55,866.147377000993621706,554537,15133,480310768.00,167562,30.22,20.95,-8.45
31-October-2011,898.60,898.60,874.05,877.75,885.214895439894264474,382842,12502,338897441.00,89916,23.49,24.55,-20.85
28-October-2011,897.00,899.90,884.15,898.00,893.715735863349065346,744554,22620,665419626.00,279128,37.49,15.75,1.00
26-October-2011,877.00,880.95,871.20,873.35,874.638587388150579763,264418,8513,231270186.00,70296,26.59,9.75,-3.65
25-October-2011,853.00,879.30,842.30,875.00,861.952568937003372440,848347,23946,731234876.00,274153,32.32,37.00,22.00
24-October-2011,847.90,854.10,842.15,846.25,848.166381945811192022,381075,12482,323215004.00,100911,26.48,11.95,-1.65
21-October-2011,839.00,848.90,831.55,835.40,841.060468050783264417,529387,15092,445246478.00,92254,17.43,17.35,-3.60
20-October-2011,833.50,841.05,822.15,838.40,829.792874458746216778,405078,12733,336130838.00,46641,11.51,18.90,4.90
19-October-2011,824.90,844.60,824.50,842.30,835.558270699081629006,503718,14395,420885741.00,97755,19.41,20.10,17.40
18-October-2011,825.00,826.75,812.60,820.00,818.533653623394488816,625891,20743,512312847.00,106671,17.04,14.15,-5.00
17-October-2011,869.00,870.00,830.25,833.20,840.513582947928608092,1143603,31166,961213855.00,324203,28.35,39.75,-35.80
14-October-2011,841.60,870.00,841.60,866.80,860.237551697977762731,980696,28567,843631526.00,210473,21.46,28.40,25.20
13-October-2011,850.00,857.00,842.00,846.85,849.743679232113009783,795117,23138,675645645.00,135431,17.03,15.00,-3.15
12-October-2011,829.00,851.45,825.00,849.50,839.263688997944685942,808149,24077,678250111.00,201613,24.95,26.45,20.50
11-October-2011,836.00,841.05,820.10,825.85,833.543926344229724829,1174762,20207,979215730.00,620472,52.82,20.95,-10.15
10-October-2011,803.25,829.80,803.25,827.90,820.741956669065401625,715655,21219,587368085.00,167927,23.46,26.55,24.65
7-October-2011,786.00,804.70,786.00,801.45,794.731018852793239708,738193,19923,586664875.00,204684,27.73,18.70,15.45
5-October-2011,773.90,778.00,761.65,767.25,768.955763693559765413,1321132,28053,1015892066.00,368854,27.92,16.35,-6.65
4-October-2011,785.40,790.00,766.50,772.40,779.773783623959973916,1185427,27252,924364897.00,331326,27.95,23.50,-13.00
3-October-2011,794.40,800.00,784.50,788.20,791.483095180933581118,674778,19379,534075380.00,87544,12.97,15.50,-6.20
30-September-2011,801.10,822.80,792.60,808.30,809.493047418443621178,1572869,38126,1273226520.00,420795,26.75,30.20,7.20
29-September-2011,792.00,812.05,784.50,808.10,797.718953988119383521,803662,22311,641096410.00,167544,20.85,27.55,16.10
28-September-2011,814.00,814.00,788.65,797.00,797.206580269289215810,990385,26269,789541439.00,140641,14.20,25.35,-17.00
27-September-2011,773.70,800.40,770.90,797.85,786.887625435415761239,924978,26044,727853742.00,243293,26.30,29.50,24.15
26-September-2011,770.50,772.40,748.50,759.20,758.253530452863348886,1131158,27991,857704547.00,202432,17.90,23.90,-11.30
23-September-2011,773.25,792.00,765.00,770.75,777.688553330347431057,2031770,49414,1580084272.00,392311,19.31,27.00,-2.50
22-September-2011,824.95,828.00,780.00,786.45,803.865009512745395157,1425456,39399,1145874201.00,386963,27.15,48.00,-38.50
21-September-2011,849.20,850.95,832.65,838.10,838.854925935337289427,669010,17756,561202334.00,54907,8.21,18.30,-11.10
20-September-2011,821.25,853.80,816.10,851.50,838.682187828465535654,947588,24156,794725177.00,191864,20.25,37.70,30.25
19-September-2011,821.00,829.50,815.90,820.85,821.775082860200350762,538256,13714,442325369.00,66184,12.30,13.60,-0.15
16-September-2011,847.35,849.30,822.05,827.45,834.704605299945607694,786876,21616,656809021.00,101841,12.94,27.25,-19.90
15-September-2011,832.50,838.00,813.55,835.15,827.092711990864917915,747886,22451,618571060.00,82470,11.03,24.45,2.65
14-September-2011,814.45,828.70,804.50,825.30,816.788587144958908474,853704,24036,697295684.00,93670,10.97,24.20,10.85
13-September-2011,811.60,824.10,797.40,810.80,811.644573801668591740,915982,26080,743451820.00,99230,10.83,26.70,-0.80
12-September-2011,812.60,822.80,796.10,805.85,808.563540865024395323,787446,24280,636700126.00,109188,13.87,26.70,-6.75
9-September-2011,851.50,858.40,823.55,825.10,837.164108998421582767,969959,28764,812014862.00,209859,21.64,34.85,-26.40
8-September-2011,833.05,859.00,814.00,853.50,836.755248301426173743,1559838,42206,1305202633.00,271678,17.42,45.00,20.45
7-September-2011,825.00,841.80,823.00,831.70,833.147872976274005353,769620,23827,641207266.00,115661,15.03,18.80,6.70
6-September-2011,784.90,825.50,777.25,820.85,803.481762537492962303,1106541,30608,889085513.00,171248,15.48,48.25,35.95
5-September-2011,795.90,799.00,783.15,788.90,789.621309921578387194,566553,16646,447362322.00,64724,11.42,15.85,-7.00
2-September-2011,795.55,811.90,785.00,805.40,802.711356381138751346,809448,28141,649753102.00,203420,25.13,26.90,9.85
30-August-2011,763.95,794.00,763.95,781.50,779.262489005509414227,883397,31441,688398145.00,154075,17.44,30.05,17.55
29-August-2011,730.00,760.00,728.00,754.05,744.972741671264755577,699566,19943,521157601.00,309230,44.20,32.00,24.05
26-August-2011,752.90,755.70,713.55,719.50,736.508784263225670810,761020,19246,560497915.00,232088,30.50,42.15,-33.40
25-August-2011,762.60,768.50,751.10,754.30,759.347971322145231705,499340,14090,379172816.00,109813,21.99,17.40,-8.30
24-August-2011,765.00,769.85,756.50,760.95,762.556331993443729979,467949,12712,356837473.00,103584,22.14,13.35,-4.05
23-August-2011,761.00,771.75,747.85,765.55,761.662425922039956873,690995,16587,526304928.00,307704,44.53,23.90,4.55
22-August-2011,731.20,759.00,725.60,756.25,742.220758782920530128,729484,22483,541438168.00,166873,22.88,33.40,25.05
19-August-2011,731.00,739.00,721.60,731.20,729.218894394732505318,794913,22644,579665579.00,239470,30.13,17.40,0.20
18-August-2011,756.50,759.70,735.55,739.95,746.791990079386238195,656411,18524,490202477.00,208215,31.72,24.15,-16.55
17-August-2011,761.90,774.25,751.00,754.80,761.193052708812057740,547897,16527,417055390.00,120659,22.02,23.25,-7.10
16-August-2011,761.80,771.80,755.00,759.00,765.252909758968548200,363604,11635,278249019.00,78627,21.62,16.80,-2.80
12-August-2011,781.60,781.60,758.00,760.80,766.902936039650696247,635550,20792,487405161.00,206836,32.54,23.60,-20.80
11-August-2011,766.10,784.70,766.10,773.40,776.473864103972608943,507903,15405,394373405.00,159123,31.33,18.60,7.30
10-August-2011,786.45,790.00,765.00,771.00,775.372070034724471317,710162,20043,550639780.00,214926,30.26,25.00,-15.45
9-August-2011,759.95,778.70,754.10,765.40,765.060519190145907009,1182534,35661,904710076.00,338625,28.64,24.60,5.45
8-August-2011,775.00,796.80,767.05,780.60,780.528963661060503316,952642,28495,743564673.00,235896,24.76,29.75,5.60
5-August-2011,799.95,799.95,778.55,791.65,789.463415591301334691,1197655,38350,945504807.00,408932,34.14,21.40,-8.30
4-August-2011,829.40,831.65,810.25,812.50,820.713836458507556375,484293,16203,397465966.00,147978,30.56,21.40,-16.90
3-August-2011,827.95,836.00,823.50,825.15,828.634008713336567087,449426,13738,372409668.00,151740,33.76,12.50,-2.80
2-August-2011,829.80,845.00,818.15,835.10,829.144906986124667365,726397,21576,602288373.00,188955,26.01,26.85,5.30
1-August-2011,837.00,837.95,822.80,830.90,829.346522985871970460,458238,15663,380038092.00,124126,27.09,15.15,-6.10
29-July-2011,839.05,847.65,824.00,827.70,835.313779033986004422,658065,21739,549690762.00,188614,28.66,23.65,-11.35
28-July-2011,855.00,855.00,833.60,837.35,840.359196494211420798,1007933,28632,847025766.00,414227,41.10,21.40,-17.65
27-July-2011,875.75,875.75,859.65,860.70,865.106550223615351397,331149,9673,286479169.00,85603,25.85,16.10,-15.05
26-July-2011,888.50,889.90,868.80,871.15,877.330712894497959759,567335,17685,497740420.00,128885,22.72,21.10,-17.35
25-July-2011,892.90,892.95,880.00,882.15,884.784797940311646444,995102,21097,880451122.00,448819,45.10,12.95,-10.75
22-July-2011,866.60,876.40,863.15,873.60,871.918614391731656382,423785,13315,369506030.00,110644,26.11,13.25,7.00
21-July-2011,876.00,876.35,857.65,860.75,866.058250027666088752,271090,8649,234779731.00,81093,29.91,18.70,-15.25
20-July-2011,886.10,886.90,869.05,875.30,876.941346208142752272,354180,12976,310595086.00,91372,25.80,17.85,-10.80
19-July-2011,865.35,880.80,865.35,879.15,874.139841854897142677,412659,15682,360721673.00,150071,36.37,15.45,13.80
18-July-2011,872.90,874.70,865.05,867.10,869.863486294108738452,462210,7042,402059602.00,51497,11.14,9.65,-5.80
15-July-2011,866.90,875.50,864.50,873.30,871.278004609059145780,349746,9607,304725997.00,123251,35.24,11.00,6.40
14-July-2011,863.10,878.00,859.05,866.90,868.099746448435138716,515477,15263,447485453.00,156295,30.32,18.95,3.80
13-July-2011,853.70,867.65,851.10,864.55,860.306092667862279966,383067,13069,329554874.00,108345,28.28,16.55,10.85
12-July-2011,847.80,857.25,845.15,848.50,850.768330442436637585,386270,11995,328626283.00,77603,20.09,12.10,0.70
11-July-2011,855.00,859.60,847.45,853.20,854.520059056144500945,364399,11309,311386255.00,60098,16.49,12.15,-1.80
8-July-2011,871.20,874.00,852.10,854.40,859.788583278433251482,667880,14438,574235599.00,322663,48.31,21.90,-16.80
7-July-2011,858.90,875.00,855.00,870.35,864.553269023381486792,675064,19729,583628788.00,216527,32.08,20.00,11.45
6-July-2011,848.15,858.60,841.00,852.65,851.044164496134254298,970576,27879,826003041.00,161526,16.64,17.60,4.50
5-July-2011,868.30,870.00,844.10,846.15,853.949899002922468626,837648,27264,715309425.00,260105,31.05,25.90,-22.15
4-July-2011,873.95,879.00,864.50,868.15,869.857457774086784479,491286,12576,427348791.00,218631,44.50,14.50,-5.80
1-July-2011,900.00,906.00,858.00,862.15,871.223063375682477207,918712,31498,800403083.00,226027,24.60,48.00,-37.85
30-June-2011,889.90,899.95,887.15,897.60,894.387819843686634175,416727,13642,372715553.00,119300,28.63,12.80,7.70
29-June-2011,874.60,887.45,871.55,885.30,880.244587435718531152,386970,13172,340628248.00,107638,27.82,15.90,10.70
28-June-2011,877.80,877.90,862.25,870.55,868.575643248186337195,408979,12041,355229198.00,94507,23.11,15.65,-7.25
27-June-2011,865.00,880.00,862.00,871.50,873.290932299505366791,463778,14472,405013122.00,93360,20.13,18.00,6.50
24-June-2011,874.30,879.30,855.45,870.40,867.532391958246128717,996698,30222,864667800.00,348280,34.94,23.85,-3.90
23-June-2011,845.35,872.75,845.35,870.65,863.655771547668252530,909704,25735,785671110.00,233784,25.70,27.40,25.30
22-June-2011,854.90,858.00,834.10,846.10,843.090140811255296928,749727,18269,632087442.00,197938,26.40,23.90,-8.80
21-June-2011,839.85,854.60,838.05,848.50,848.041825071751565662,652599,21455,553431247.00,189890,29.10,16.55,8.65
20-June-2011,874.50,874.50,829.00,834.60,847.753187414291077078,1305290,39753,1106563758.00,492165,37.71,45.50,-39.90
17-June-2011,894.00,894.00,865.25,868.40,875.992579912651588501,1148504,36466,1006080982.00,501350,43.65,28.75,-25.60
16-June-2011,900.00,900.00,885.10,888.00,891.131016974848178479,1035591,29718,922847261.00,326674,31.54,14.90,-12.00
15-June-2011,911.10,918.65,899.00,900.75,907.158269290653123510,1162506,29454,1054576931.00,448158,38.55,19.65,-10.35
14-June-2011,928.80,931.35,912.05,913.55,917.770310025301185236,553729,18018,508196036.00,182348,32.93,19.30,-15.25
13-June-2011,942.90,942.90,921.30,926.65,926.657306347356151319,405791,15087,376029195.00,110330,27.19,21.60,-16.25
10-June-2011,955.00,957.00,932.00,944.00,942.675457076216988939,372148,11001,350814786.00,79915,21.47,25.00,-11.00
9-June-2011,946.50,957.80,946.50,954.10,953.465400549786990111,307028,10438,292740575.00,77486,25.24,11.30,7.60
8-June-2011,953.50,955.00,943.65,947.35,947.775891848800903474,240848,8896,228269928.00,52805,21.92,11.35,-6.15
7-June-2011,935.00,957.70,935.00,956.20,949.927709655074338613,435978,14189,414147583.00,109826,25.19,22.70,21.20
6-June-2011,933.00,939.95,928.95,938.10,936.072679339775693023,340248,8681,318496857.00,91055,26.76,11.00,5.10
3-June-2011,960.00,967.90,932.80,936.15,953.188261553025368454,1266573,38383,1207282516.00,161100,12.72,35.10,-23.85
2-June-2011,940.00,954.50,937.00,951.85,946.939202251520278759,298465,9476,282628209.00,65338,21.89,17.50,11.85
1-June-2011,950.50,958.00,943.80,946.75,948.563929423419627759,351278,8219,333209640.00,51203,14.58,14.20,-3.75
31-May-2011,940.00,954.70,936.85,951.75,948.111463619644696677,316462,10355,300041250.00,78369,24.76,17.85,11.75
30-May-2011,947.00,953.00,935.30,939.70,943.332230072149530957,213307,8932,201219368.00,42346,19.85,17.70,-7.30
27-May-2011,935.00,952.60,935.00,946.30,946.415740072569088007,393556,13957,372467593.00,147856,37.57,17.60,11.30
26-May-2011,914.50,935.90,911.80,933.25,927.171794717358772047,647517,18866,600359499.00,245927,37.98,24.10,18.75
25-May-2011,913.60,914.00,902.55,906.80,908.669449576310234817,455758,10368,414133371.00,196695,43.16,11.45,-6.80
24-May-2011,910.00,920.95,908.00,915.25,915.748054786802546840,383377,13831,351076742.00,123583,32.24,12.95,5.25
23-May-2011,919.85,921.00,903.80,908.00,911.028772311110750691,369939,12709,337025073.00,121119,32.74,17.20,-11.85
20-May-2011,916.05,925.00,910.50,921.40,919.357769449011487568,467723,15331,430004774.00,184973,39.55,14.50,5.35
19-May-2011,906.35,921.40,905.00,914.90,913.583828835421036751,553479,18586,505649464.00,164198,29.67,16.40,8.55
18-May-2011,922.45,923.80,899.25,901.80,905.063605795490012484,820224,29868,742354891.00,332223,40.50,24.55,-20.65
17-May-2011,944.70,947.45,918.75,920.40,926.892478090133931010,750461,26569,695596656.00,272522,36.31,28.70,-24.30
16-May-2011,951.80,951.80,942.10,944.30,946.434309329587812651,333198,9240,315350019.00,101940,30.59,9.70,-7.50
13-May-2011,945.00,961.95,938.15,948.65,951.007670879310054245,415337,13694,394988673.00,89440,21.53,23.80,3.65
12-May-2011,952.50,954.90,941.70,944.85,948.024194973042108015,283034,9772,268323080.00,93754,33.12,13.20,-7.65
11-May-2011,955.00,958.00,944.05,954.70,950.934797473103314736,330524,10708,314306773.00,84051,25.43,13.95,-0.30
10-May-2011,961.00,963.55,947.50,951.50,955.833758474535173564,309309,9274,295647984.00,94664,30.60,16.05,-9.50
9-May-2011,959.45,965.60,951.40,958.35,958.583695111278892187,291385,10937,279316910.00,61333,21.05,14.20,-1.10
6-May-2011,955.00,959.50,950.10,955.40,954.249985282492052545,475624,11427,453864195.00,155194,32.63,9.40,0.40
5-May-2011,946.70,963.45,943.50,949.50,954.715393603669883585,577675,17265,551515215.00,165261,28.61,19.95,2.80
4-May-2011,945.10,956.10,940.00,947.00,949.318167771952362765,576020,19928,546826251.00,168941,29.33,16.10,1.90
3-May-2011,964.90,967.50,941.70,943.95,953.080228692200947331,906546,27428,864011069.00,386638,42.65,25.80,-20.95
